TRIAL,kobert_train,kobert_test,kobert_y,weight_1,percentile,weight_0,threshold,PCA_dim,iterations,depth,learning_rate,l2_leaf_reg,loss_function,grow_policy,bootstrap_type,early_stopping_rounds,f1_score,precision,recall,accuracy_0,accuracy_1
139,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.5,111,500,6,0.06,2.0,CrossEntropy,Depthwise,Bernoulli,10,0.7880597014925373,0.7021276595744681,0.8979591836734694,0.13846153846153847,0.8979591836734694
140,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.59,115,500,6,0.06,3.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.7747747747747747,0.6935483870967742,0.8775510204081632,0.12307692307692308,0.8775510204081632
141,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.55,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.6807017543859649,0.7028985507246377,0.6598639455782312,0.36923076923076925,0.6598639455782312
142,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,3,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
143,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,71,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
144,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,47,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
145,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,91,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
146,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.52,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8045325779036827,0.6893203883495146,0.9659863945578231,0.015384615384615385,0.9659863945578231
147,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.57,11,900,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.4423963133640553,0.6857142857142857,0.32653061224489793,0.6615384615384615,0.32653061224489793
148,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.05,2.0,CrossEntropy,SymmetricTree,Bernoulli,30,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
149,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.45,51,500,6,0.02,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
150,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.53,67,500,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8114285714285714,0.6995073891625616,0.9659863945578231,0.06153846153846154,0.9659863945578231
151,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
152,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
153,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,15,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
154,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
155,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.41,19,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
156,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.56,87,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bayesian,10,0.7331189710610932,0.6951219512195121,0.7755102040816326,0.23076923076923078,0.7755102040816326
157,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,43,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
158,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,1000,9,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
159,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.03,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
160,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.54,103,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8080229226361032,0.698019801980198,0.9591836734693877,0.06153846153846154,0.9591836734693877
161,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
162,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
163,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,63,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
164,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.4,99,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
165,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,800,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
166,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.44,11,500,6,0.09,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
167,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.58,23,500,8,0.06,2.0,CrossEntropy,Depthwise,Bernoulli,10,0.7248322147651006,0.7152317880794702,0.7346938775510204,0.3384615384615385,0.7346938775510204
168,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,31,700,6,0.06,3.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8057142857142857,0.6945812807881774,0.9591836734693877,0.046153846153846156,0.9591836734693877
169,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,123,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
170,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.07,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
171,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,83,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
172,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
173,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.47,11,500,6,0.1,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
174,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,35,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8123249299719888,0.6904761904761905,0.9863945578231292,0.0,0.9863945578231292
175,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.6,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,30,0.20481927710843373,0.8947368421052632,0.11564625850340136,0.9692307692307692,0.11564625850340136
176,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.46,-1,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
177,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,119,500,10,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8034188034188035,0.6911764705882353,0.9591836734693877,0.03076923076923077,0.9591836734693877
178,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.51,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
179,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.43,7,900,6,0.06,2.0,CrossEntropy,SymmetricTree,Bayesian,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
180,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.41,11,500,6,0.05,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
181,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
182,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
183,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,59,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8123249299719888,0.6904761904761905,0.9863945578231292,0.0,0.9863945578231292
184,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
185,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.55,127,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.2413793103448276,0.7777777777777778,0.14285714285714285,0.9076923076923077,0.14285714285714285
186,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,55,500,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8235294117647058,0.7,1.0,0.03076923076923077,1.0
187,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.48,55,500,6,0.02,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
188,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,55,1000,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8101983002832861,0.6941747572815534,0.9727891156462585,0.03076923076923077,0.9727891156462585
189,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.52,55,500,9,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.807909604519774,0.6908212560386473,0.9727891156462585,0.015384615384615385,0.9727891156462585
190,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.59,39,500,6,0.08,2.0,CrossEntropy,Depthwise,Bernoulli,10,0.7354838709677419,0.6993865030674846,0.7755102040816326,0.24615384615384617,0.7755102040816326
191,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
192,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
193,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.1,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
194,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,95,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8235294117647058,0.7,1.0,0.03076923076923077,1.0
195,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,95,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
196,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.5,27,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.807909604519774,0.6908212560386473,0.9727891156462585,0.015384615384615385,0.9727891156462585
197,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,95,800,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8179271708683473,0.6952380952380952,0.9931972789115646,0.015384615384615385,0.9931972789115646
198,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,99,500,6,0.06,3.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
199,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,79,500,6,0.03,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8146067415730337,0.69377990430622,0.9863945578231292,0.015384615384615385,0.9863945578231292
200,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.45,95,600,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
201,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8212290502793296,0.6966824644549763,1.0,0.015384615384615385,1.0
202,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,3,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
203,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,75,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8156424581005587,0.6919431279620853,0.9931972789115646,0.0,0.9931972789115646
204,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.53,111,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.16374269005847952,0.5833333333333334,0.09523809523809523,0.8461538461538461,0.09523809523809523
205,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,71,500,8,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8112676056338028,0.6923076923076923,0.9795918367346939,0.015384615384615385,0.9795918367346939
206,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.49,11,500,6,0.09,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.8189415041782729,0.6933962264150944,1.0,0.0,1.0
207,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.57,47,500,6,0.06,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.24858757062146894,0.7333333333333333,0.14965986394557823,0.8769230769230769,0.14965986394557823
208,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_train.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_test.npy,C:/Users/ilumi/BDA_Project/data/kobert_results/kobert_y.npy,1.0,0.1,,0.56,11,700,7,0.08,2.0,CrossEntropy,SymmetricTree,Bernoulli,10,0.0,0.0,0.0,1.0,0.0
